source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
6768,GAR-SPN-IRO-HAN-SHO,PCS,Mini Scope-sponge Handle,Doors & Hardware,Scope,Mini Scope-sponge Handle,,,,none,no,unknown,"q1/q5: ""Scope"" brand door handle ironmongery Malaysia supplier [wrong market only]",,no_official_source,"'Scope' search yields only Australian distributor Scope Distributors, wrong market, no sponge-grip mini handle; local house-label item."
7704,"DOR-BOL-MMAN-668#-4""",PCS,M'man 4 S/steel Bolt 668 - 4,Fasteners & Fixings,M'man,668 stainless bolt 4 inch,,,,none,no,unknown,"q2: ""M'man"" OR ""M-Man"" stainless steel door bolt 668 Malaysia [zero hardware hits]",,no_official_source,Web search returned zero hardware results for M'man 668 bolt (only French theatre/books); no online brand presence; house-label gate bolt.
6533,NAI-COM-25MM-20KG,PCK,1 Wire Nail (PCK),Fasteners & Fixings,,Wire Nail 1 inch,,,,none,no,unknown,,,no_official_source,"Commodity 25mm wire nails, 20kg pack; no brand/model data given, manufacturer not identifiable."
7550,IND-WHE-TYR-BEA-8126,PCS,8126 Wheel Barrow Bearing,Building Materials,,8126 Wheel Barrow Bearing,,,,none,no,unknown,,,no_official_source,Bearing code 8126 without any brand; wheelbarrow bearings are generic replacement parts; no OEM page verifiable.
7712,IND-GAL-WIR-PVC-30M,ROLL,30M Twist Tie Green PVC Wire,Electrical,,30M Twist Tie Green PVC Wire,,,,none,no,unknown,,,no_official_source,"Generic 30m green PVC twist-tie wire roll; no brand/model tokens, nothing official exists to verify."
7567,"OIL-FUN-8""-129",PCS,Betterware PVC Liquid Funnel 8 129,Housewares,Betterware,129 funnel 8 inch,,,,low,no,unknown,direct:betterware.co.uk search funnel [0 products] | direct:betterware.co.uk search/suggest.json funnel [0 products],https://www.betterware.co.uk/search?q=funnel | https://www.betterware.co.uk/search/suggest.json?q=funnel&resources[type]=product&resources[limit]=15,no_official_source,"Fetched betterware.co.uk search and suggest API directly: zero funnel products returned; legacy Malaysian catalog name, no PDP/model 129/image."
6880,IND-CEM-EC-1KG,KGS,Ec Bonding Powder 2 IN 1 1KG,Building Materials,EC,Bonding Powder 2 IN 1 1KG,,,,none,no,unknown,"q1/q5: ""Ec Bonding Powder"" 2 IN 1 Malaysia cement [name mismatch only] | direct:nilaimayang.com.my ec-mix-2 + /products/ [403 blocked]",https://www.nilaimayang.com.my/products/ (403) | https://www.nilaimayang.com.my/ec-mix-2/ (403),no_official_source,"Nearest hit is Nilai Mayang EC-Mix additive, but name mismatch ('Bonding Powder 2 IN 1') and site returns 403 so page text unfetchable; no official EC-brand bonding powder page verified."
7252,FIT-GAL-TEE-18MM,PCS,Galvanised Tee (130) 18MM,Plumbing,,Galvanised Tee (130) 18MM,,,,none,no,unknown,,,no_official_source,"Unbranded galvanised pipe tee '(130)', no detected brand/model; tier-1 brand/model queries unusable; commodity fitting has no identifiable brand owner or official PDP."
5971,IND-WIR-MES-PVC-11231,FTS,PVC Coated Wire Mesh 1 X 1/2 X 3,Electrical,,PVC Coated Wire Mesh 11231,,,,none,no,unknown,,,no_official_source,"Generic PVC-coated wire mesh sold by mesh spec only; no brand/model detected, so no official brand-owner site or spec PDF can be attributed with evidence."
7711,ELE-COV-ELCB-(S),EA,Tc Elcb Cover,Electrical,Tc,ELCB Cover (S),,,,none,no,unknown,,,no_official_source,'Tc' gives no resolvable brand; ELCB spare covers are generic replacements with no official brand-owner PDP findable; nothing meets the fetched-page-with-model-string bar.
6936,FAS-ANC-PJA-12100,PCS,Sh P. J. Anchor 1/2 X 4 (PCS),Fasteners & Fixings,Wylex P.J.,Anchor 1/2 X 4,https://wylex.com.my/product/p-j-anchor/,https://wylex.com.my/wp-content/uploads/2024/06/pj-anchor.jpg,"""P.J Anchor"" (H1 heading); sizes not printed on page",medium,no,unknown,"q2/q5: ""P.J. anchor"" OR ""PJA anchor"" wedge anchor Malaysia | direct:fastenic.com [Thai OEM unrelated]",https://wylex.com.my/product/p-j-anchor/ | https://fastenic.com,candidate,"Wylex Enterprise Sdn Bhd (MY) official PDP titled 'P.J Anchor'; name matches item-code PJA. Sizes not printed on page and image unverifiable per-size, hence medium."
6440,FAS-BOL-EXP-0875,PCS,Sh Expansion Bolt M8 X 75,Fasteners & Fixings,Sh,Expansion Bolt M8 X 75,,,,none,no,unknown,"direct:fastenic.com [Thai OEM, no M8x75 page]",https://fastenic.com,no_official_source,Unbranded M8x75 expansion bolt; Fastenic probed once but is a Thai OEM with no linkage to 'Sh' items and no M8x75 model-string page fetched. No official source attributable.
7513,FAS-ANC-PJA-0980,PCS,Sh P. J. Anchor 3/8 X 4-1/2 (PCS),Fasteners & Fixings,Wylex P.J.,Anchor 3/8 X 4-1/2,https://wylex.com.my/product/p-j-anchor/,https://wylex.com.my/wp-content/uploads/2024/06/pj-anchor.jpg,"""P.J Anchor"" (H1 heading); sizes not printed on page",medium,no,unknown,"q2/q5: ""P.J. anchor"" OR ""PJA anchor"" wedge anchor Malaysia | direct:fastenic.com [Thai OEM unrelated]",https://wylex.com.my/product/p-j-anchor/ | https://fastenic.com,candidate,"Same official Wylex PDP 'P.J Anchor' matching item-code PJA; page omits size variants (3/8 x 4-1/2 unstated), so exact-model confirmation impossible; medium confidence."
6575,FAS-BOL-EXP-0865,PCS,Sh Expansion Bolt M8 X 65,Fasteners & Fixings,Sh,Expansion Bolt M8 X 65,,,,none,no,unknown,direct:fastenic.com [Thai OEM unrelated],https://fastenic.com,no_official_source,"Unbranded M8x65 expansion bolt, sibling of 6440; no detected brand, Fastenic probe dead-ended (Thai OEM, unrelated). No official page carrying this size string exists."
7758,"BNW-BOL-U-ZP1/4X2""",PCS,Zp U-bolt 1/4 X 2,Fasteners & Fixings,,Zp U-bolt 1/4 X 2,,,,none,no,unknown,,,no_official_source,"'Zp' denotes zinc-plated finish, not a brand; unbranded U-bolt 1/4x2. Attributing commodity to any MY fastener site (e.g. Wylex U Bolt range) would be unevidenced; no official source."
7755,O-RING-7-11-RED,PCS,O-ring 7-11 (red),Other,,O-ring 7-11 red,,,,none,no,unknown,,,no_official_source,"Generic O-ring sized 7-11mm, red; no brand or model identifiers exist, so no brand-owner site, OEM page, or spec sheet can legitimately satisfy the candidate bar."
4355,TOPLUS-GOLD-5L-D,CAN,5L Toplus Gold D Base,Paint & Sundries,Toplus,Gold D Base 5L,,,,none,no,unknown,direct:toplus.com.my / www.toplus.com.my / topluspaint.com / topluspaint.com.my [all DNS fail],https://toplus.com.my | https://www.toplus.com.my | https://topluspaint.com | https://topluspaint.com.my,no_official_source,No Toplus paint brand-owner site resolvable; all four guessed domains failed DNS. Search budget exhausted fleet-wide (429); no official candidate.
2671,WEL-MAC-FIG-MMA160,UNIT,Fighter Inverter Welding Machine 160A,Welding,Fighter,MMA 160ND,https://www.cmw.com.my/product-page/mma-160nd,https://static.wixstatic.com/media/f9a5b1_9d0d7a1416bc449fbf4a2e45c146b996~mv2.jpg,Fighter MMA 160ND Welding Machine ... Model MMA 160ND ... Rated Output Current 160 A; Brand: Fighter by i-WELD,medium,no,unknown,"q1/q5: ""Fighter"" ""MMA160"" inverter welding machine site:.com.my",https://fighterwelding.com | https://www.fighterwelding.com | https://innovestengineering.com/product/fighter-mma-160-welding-machine/ | https://chipsenghenghardware.com/product/fighter-mma160nd-inverter-welding-machine/ | https://www.cmw.com.my/product-page/mma-160nd | https://www.cmw.com.my/fighter,candidate,"CMW Engineering (MY distributor) PDP for Fighter by i-WELD MMA 160ND, the 160A inverter; identical marketing copy to SKU. Authorised status unstated; SKU code MMA160 vs official MMA 160ND."
4321,LAD-ALU-AT-DS10,UNIT,At 10 Step D/side Aluminium Ladder,Ladders & Access,At,DS10 ladder,,,,none,no,unknown,q1: aluminium ladder DS10 double sided Malaysia [429] | direct:atladder.com.my [DNS fail],https://atladder.com.my,no_official_source,AT ladder OEM unidentified; guessed domain DNS-failed and the ladder search hit fleet-wide HTTP 429 before returning results. No official source verified.
4230,HOS-GAR-SET-SWHR-WA20M,SET,20M Wall Mounted Auto. Reel Retractable Set 1/2,Fishing & Tackle,,WA20M hose reel set,,,,none,no,unknown,,,no_official_source,"Unbranded 20M wall-mounted auto-retractable hose reel set; no manufacturer or model in item data, no plausible official domain to probe. Nothing official exists."
3229,JQB-JUMP-XPRESS-ULTRA,UNIT,Jqb Jump Starter Jumpxpress Ultra,Power Tools,JQB,Jumpxpress Ultra,,,,none,no,unknown,q2/q5: JQB Jumpxpress jump starter Malaysia official,https://www.jqbbattery.com | https://jqbbattery.com.my | https://jumpxpress.com.my,no_official_source,jqbbattery/.com.my and jumpxpress.com.my unresolvable; search returned no brand-owner page (only unrelated ONE1RIDE retailer). No official Jumpxpress source found.
4389,LAD-H/D-STRO-SS06,UNIT,S/sided H/d Ladder 6 Step,Ladders & Access,,SS06 ladder,,,,none,no,unknown,,,no_official_source,"Generic single-sided heavy-duty 6-step ladder; brand undetectable (code hint 'STRO' unverifiable), no manufacturer site identifiable without working search. Nothing official exists."
4743,LAD-ALU-AT-DS08,UNIT,At 8 Step D/side Aluminium Ladder,Ladders & Access,At,DS08 ladder,,,,none,no,unknown,"q1: aluminium ladder DS10 double sided Malaysia [shared search, 429] | direct:atladder.com.my [DNS fail]",https://atladder.com.my,no_official_source,Same AT ladder OEM gap as DS10 row: guessed domain DNS-failed; shared ladder search died on fleet-wide 429. No official DS08 source verified.
3502,JQB-JUMP-XPRESS-LITE,UNIT,Jqb Jump Starter Jumpxpress Lite,Power Tools,JQB,Jumpxpress Lite,,,,none,no,unknown,q2/q5: JQB Jumpxpress jump starter Malaysia official [nothing],https://www.jqbbattery.com | https://jqbbattery.com.my | https://jumpxpress.com.my,no_official_source,"No official JQB/Jumpxpress brand site: probed domains unresolvable, search yielded no brand-owner or authorised-distributor PDP for Jumpxpress Lite. Nothing official exists."
4506,RIC-COO-PSN-SR-E28A-LL,PCS,2.8L Conventional R/c (lily White),Other,Pensonic?,SR-E28A rice cooker,,,,none,no,unknown,direct:pensonic.com.my product search E28A [unreachable],https://pensonic.com.my/?post_type=product&s=E28A | https://www.pensonic.com.my,no_official_source,"2.8L conventional rice cooker, brand undetectable (code hint PSN=Pensonic unverified); Pensonic domains unreachable. Search budget exhausted. No official E28A source found."
3895,IND-DUS-SCH-120L,UNIT,Schaefer Waste Container (green) 120L,Plumbing,Schaefer,120L green waste container,,,,none,no,unknown,"direct:schaefer.de [parked template, wrong company]",https://www.schaefer.de/en/ | https://www.schaefer.de,no_official_source,"schaefer.de fetched but is a parked websitebutler template, not Schaefer waste-container OEM; green 120L bin has no model number. No official source verified."
4715,LAD-H/D-STRO-DS02,UNIT,H/d Double Side Ladder 2 Step,Ladders & Access,,H/d Double Side Ladder 2 Step,,,,none,no,unknown,,,no_official_source,"Unbranded commodity double-side household ladder, no manufacturer or model string supplied; nothing to trace to an official MY brand-owner page."
4744,NP-BAR-14501-5L,UNIT,5L Np Bintang Auto Refinish 14051 Chili Red,Other,Nippon Bintang,14051 Chili Red 5L,https://www.nipponpaint.com.my/product/bintang-automotive-refinish/,,Bintang Automotive Refinish line PDP+TDS; code 14051 / Chili Red absent,low,no,no,direct: nipponpaint.com.my automotive category + Bintang PDP + TDS PDF,https://www.nipponpaint.com.my/products/?product_cat=automotive | https://www.nipponpaint.com.my/product/bintang-automotive-refinish/ | https://resourcehub.enipponpaint.com/my/filestore/8/5/4/9/9_bdc5d60cb94b9e1/99458_b2774b7fc244f0d.pdf,no_official_source,"Official Nippon Paint MY 'Bintang Automotive Refinish' PDP+TDS fetched; text says only 'wide range of colours' - code 14051 / Chili Red never appears, so exact-SKU bar fails."
4801,NP-BAR-999-5L,UNIT,5L Np Bintang Auto Refinish 999 White (basic),Other,Nippon Bintang,999 White basic 5L,https://www.nipponpaint.com.my/product/bintang-automotive-refinish/,,Bintang Automotive Refinish line PDP+TDS; '999 White' colour code absent,low,no,no,direct: nipponpaint.com.my automotive category + Bintang PDP + TDS PDF,https://www.nipponpaint.com.my/products/?product_cat=automotive | https://www.nipponpaint.com.my/product/bintang-automotive-refinish/ | https://resourcehub.enipponpaint.com/my/filestore/8/5/4/9/9_bdc5d60cb94b9e1/99458_b2774b7fc244f0d.pdf,no_official_source,"Same official Bintang Automotive Refinish PDP/TDS fetched; '999 White' colour code absent from page text, so no exact-model confirmation despite genuine brand-owner page."
3897,KGR-FLO-COA-9283,TIN,Kangaroo Floor Coat 9283 - Tropical Green,Paint & Sundries,Kangaroo,Floor Coat 9283 Tropical Green,https://kangaroopaint.com/shop/,,Official Chin Wah shop lists only 7 products; Floor Coat family absent; 9283 Tropical Green omitted,none,no,no,direct:kangaroopaint.com + /shop/ [one confirmation fetch],https://kangaroopaint.com | https://kangaroopaint.com/shop/,no_official_source,"Confirmed on official Chin Wah kangaroopaint.com shop: only 7 products listed, no Floor Coat family at all; SKU 9283 Tropical Green omitted from official site."
4031,KGR-FLO-COA-9285,TIN,Kangaroo Floor Coat 9285 - Brown,Paint & Sundries,Kangaroo,Floor Coat 9285 Brown,https://kangaroopaint.com/shop/,,Official shop has no Floor Coat listing; 9285 Brown not published,none,no,no,direct:kangaroopaint.com + /shop/ [shared confirmation fetch],https://kangaroopaint.com | https://kangaroopaint.com/shop/,no_official_source,Official kangaroopaint.com shop fetch confirms no Floor Coat listing; SKU 9285 Brown not published by brand owner anywhere on site.
3786,JQB-JUMP-XPRESS-BASIC,UNIT,Jqb Jump Starter Jumpxpress Basic,Power Tools,JQB,Jumpxpress Basic,,,,none,no,unknown,q2/q5: JQB jump starter Jumpxpress Malaysia [bing junk] | direct:jqb.com.my / jumpxpress.com.my [transport error],https://www.jqb.com.my | https://jumpxpress.com.my,no_official_source,Plausible brand domains jqb.com.my and jumpxpress.com.my unreachable (transport errors); web search rate-limited/junk results; no official JQB Jumpxpress Basic page verifiable.
4988,TAB-PLA-SQU-3'X3'-SWM2388,SET,3 X 3 Square Plastic Table,Housewares,,SWM2388 square table,,,,none,no,unknown,,,no_official_source,"Unbranded 3x3 square plastic table; SWM2388 looks like an importer stock code, no detectable manufacturer, so no official product page can exist to cite."
6061,BAT-BL2018-KR,PCS,Battery Pack 2.0AH Lithium Ion 18V,Electrical,,BL2018-KR battery pack,,,,none,no,unknown,"q2: ""BL2018-KR"" battery 18V [ddg blocked; bing zero hits]",,no_official_source,"No brand detected; quoted-model probes dead-ended (DDG blocked, Bing returned zero relevant hits for BL2018-KR), indicating no OEM official page for this pack."
6397,ELE-PEN-5566/3-PL,PCS,Pendant Light 5566-3,Electrical,,5566-3 pendant light,,,,none,no,unknown,,,no_official_source,Generic pendant light model 5566-3 with no detected brand; identical numerics used across many OEM lighting factories; cannot attribute an official brand-owner page.
3886,DOR-WOO-FRA-2X4,SET,Door Frame 2 X 4 X 34 X 84,Doors & Hardware,,Door Frame 2x4x34x84,,,,none,no,unknown,,,no_official_source,"Commodity timber door frame cut to size (2x4x34x84 inches); millwork made by local joiners without brand or model, so no official source exists."
5130,HOS-GAR-REEL-TSU,SET,Tsunami 2 IN 1 Compact Garden Hose Reel 15M,Fishing & Tackle,Tsunami,2-in-1 Compact Hose Reel 15M,,,,none,no,unknown,direct:tsunami.com.my x2 [DNS/fetch dead],,no_official_source,House-label garden reel; tsunami.com.my DNS/fetch dead; search quota exhausted before dedicated query; no official brand-owner source found.
5372,MEA-WHE-SES06,SET,6 Sensui Measuring Wheel,Hand Tools,Sensui,SES06 measuring wheel 6,,,,low,no,unknown,"direct:sensui.com.my x2 [dead] | q2: ""Sensui"" measuring wheel official Malaysia [resellers only]",,no_official_source,"No Sensui official site exists; sensui.com.my dead. Only reseller PDPs (litaventure.com SES06 listing, Lazada, TikTok) - all fail authorised-distributor bar."
4117,PUMP-SHADE,PCS,Marlino Pump Shade,Pumps & Water,Marlino,Pump Shade,,,,none,no,unknown,direct:marlino.com.my / marlino.my [transport dead x3],,no_official_source,Marlino pump accessory; all marlino domain probes transport-dead; no remaining search quota; no official brand-owner page verified.
