item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
DOR-STO-RUB-RED-38MM,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[Rubber door stopper red 1-1/2 x 1-7/8 - commodity door hardware, no brand in SKU and none traceable; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'rubber door stopper red 38mm' UNRUN. Commodity rubber door stopper generic_unbranded; sibling 2917 transparent stopper tier2-reject precedent; prior reject upheld]| r5:exhausted log[q:""door stopper getah merah transparent Malaysia"" ; tier1:no-oem-found ; t3:Rugaval/Rubber-KU make similar red rubber stoppers but sizes/packaging differ from house item; not a confirmed match ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
BNW-B&N-RBN-120,PCK,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[same query family as 3883 (G.I. bolt & nut 3/16 x 2 pack); no SR brand OEM page exists; generic_unbranded]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'GI bolt nut ribbed 3/16x2 7pcs' UNRUN. Sr repack commodity pack; sibling 3883/3467 family rejects; prior reject upheld]| r5:exhausted log[q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
FAS-RIV-PAT-3/16X1/2-PCK,PCK,2|1,,https://sonichardware.com.my/product/product/1442-jaguar-blind-rivet,https://sonichardware.com.my/images/com_hikashop/upload/04_1330088842.jpg,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[same Sonic Jaguar page; variant ""Blind Rivet (Jaguar): T/PC 3/16 X 1/2"" literally selectable] verifier[Page quotes variant ""Blind Rivet (Jaguar): T/PC 3/16 X 1/2"" on same Jaguar blind-rivet page; pixels show Jaguar rivet boxes; img 449x542px 159KB jpeg no thumbnail transform] | r2:gate-fail red:hash_collision sha256 shared across positions [4976, 6227]| r3:d2:pending/no-verifier log[q:sitemap:sonichardware.com.my robots has NO sitemap; mybigwarehouse.com.my dead (-1), esales.com.my HTTP 401, samajaya.onesyncapp.com dead (-1) | p:sonichardware 1442-jaguar-blind-rivet is ONE listing with size <option> dropdown incl '3/16 X 1/2' sharing single image 04_1330088842.jpg -> no per-size asset]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt engines walled) q:'Jaguar blind rivet 3/16x1/2' UNRUN. gate red:hash_collision -> old shared asset discarded NOT reused; Jaguar rivets have no reachable OEM (car-name collision in ledger); fresh unique asset required -> pending]"
ELE-PVC-CON-TC3X7-TC022,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""TC022 PVC concealed box 3x7 Malaysia electrical""; p:smjelectrical.com.my productid/6387490 Tham Chee (TC) 3 X 7 PVC Conceal Box WHITE; p:kvc.com.my CONCEAL BOX 3X7 BLACK; TC=Tham Chee proven but code TC022 nowhere online and colour unproven; blocker=model_code_and_colour_unproven]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'TC022 PVC conceal box 3x7' UNRUN. TC = Thai/MY PVC box series prefix, maker unknown; ledger pending stands; unverifiable while search down]"
CUT-DEW-DW4790,PCS,2|1,candidate,https://theleedenstore.com.my/product/dewalt-dw4790-tile-blade-105-x-2-0-x-16mm/,https://theleedenstore.com.my/wp-content/uploads/2024/02/DEWALT-ACCESSORIES_DW4790-TILE-BLADE-105-X-2.0-X-16MM-PHOTO-1.jpg,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:""DeWalt DW4790 diamond blade continuous rim 4 inch""; p:dewalt.com official OEM product page ""DW4790 4-in. X 0.060-in. Wet/dry cutting tile diamond blade"" continuous rim HP matrix - global OEM source allowed by bar; 4-inch continuous rim matches display name; og:image not extracted from JS-heavy page yet] verifier[DeWalt official OEM page confirms ""DW4790"" 4-in x 0.060-in wet/dry tile diamond blade but brief supplies no official_image_url so image cannot be verified]| r4:candidate/verify:pass log[tier1 start. q:""DW4790"" site:.com.my [OK]; q:""DW4790"" filetype:pdf [OK wesco/rexel catalogues prove DeWalt CAT# DW4790 4in tile blade arbor 5/8-7/8-20mm]; q:""DW4790"" leeden/theleedenstore [OK HIT] p:https://theleedenstore.com.my/product/dewalt-dw4790-tile-blade-105-x-2-0-x-16mm/ title=""DEWALT DW4790 TILE BLADE 105 X 2.0 X 16MM - The Leeden Store"" og:image 2084x2084 PHOTO-1.jpg; q:""Dewalt"" ""DW4790"" distributor Malaysia [OK] Lapasar authorised DeWalt distributor MY + Leeden Hercules Dewalt brand page; q:""DW4790"" authorised dealer [US retailers]; q:""DW4790"" ""DeWalt"" official [OK] p:https://www.dewalt.com/en-us/product/dw4790/4-x-0060-wetdry-cutting-tile-diamond-blade ""A DEWALT DW4790 4 inch high performance diamond cutting blade"" = OEM confirms model. Leeden Store = Leeden Hercules Sdn Bhd e-commerce (Dewalt among their brand pages) authorised MY channel; catalogue Diamond Blade Continous Rim 4in matches 105mm=4in continuous-rim HP tile blade; PCS=1 blade] verifier[Page verbatim ""DEWALT DW4790 TILE BLADE 105 X 2.0 X 16MM"" specs ""Model: DW4790 … Blade diameter: 105mm""; Leeden Store = Leeden Hercules (lhm@leeden.com.my) authorised DeWalt MY channel; PHOTO-1.jpg 2084x2084px 802KB image/jpeg sha a12ebf43… unique; pixels show DEWALT blade face literally printed ""DW]"
"IND-CAS-SWI-BRA-2""",PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""DL5 swivel caster 2 inch brake Malaysia""; p:ukhardwaretrading.com.my title ""DL5 Heavy Duty Series Super Silent Caster"" Brand:DL5 literal; siblings productid/5211869+/5211871 same series; brake/fixed/insertion variants + 2""/3"" sizes not stated on pages; blocker=variant_size_mapping_unproven]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'DL5 TPE swivel caster 2 inch brake' UNRUN. DL5 caster-series attribution unknown (ledger siblings 3347/3228 pending); unverifiable while search down]"
CHA-CAP-SQU-INT-16X51MM,PCK,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q folded into garden/fence fastener waves; rectangular internal cap 16x51mm 4pcs pack - zero branded trace online; likely fencing-profile accessory sold loose; blocker=no_online_trace]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'rectangular internal cap chain 16x51mm' UNRUN. Chain-link fence fitting commodity, maker unknown; unverifiable while search down]"
GER-PLUG-BP8ES,PCS,2,candidate,https://estore.ngk.com.my/product/bp8es-ngk-standard-nickel-for-yamaha-rxz-135-suzuki-rg-sport-110-rgv-120-kawasaki-kr-150-krr-150-rr100-ninjavictor,https://erp-image.sgliteasset.com/_next/image?url=https%3A%2F%2Fcdn1.sgliteasset.com%2Fniterram%2Fimages%2Fproduct%2Fproduct-7876364%2Fcached%2FBrSvbsEV6a71ab9bb3ba9_1785834395_webstore_listing_image1.jpg&w=3840&q=75,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""BP8ES NGK spark plug generator Malaysia""; p:estore.ngk.com.my official NITERRA MALAYSIA BERHAD e-store ""BP8ES NGK Standard Nickel For Yamaha RXZ 135; Suzuki RG Sport 110, RGV 120; Kawasaki KR 150..."" RM9.00; BP8ES spec 14mm x 19mm reach matches catalogue ""14 X 19.0""] verifier[Niterra Malaysia (NGK OEM) estore title/product ""BP8ES NGK Standard Nickel For Yamaha RXZ 135..."" proves model and Standard Nickel finish; pixels show NGK official-store plug box; img 1024x1024px 35KB webp]"
SAF-SPE-PIC-ST21-SMO,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Picasaf safety eyewear ST21 protective glasses Malaysia""; p:mghgroup.com.my Picasaf Eyewear dealer category (MG HAUS SDN BHD); p:tonghin.com.my PICASAF brand listed; p:shopee ""PICASAF PROTECTIVE EYEWEAR CLEAR ST21 ... Brand: PICASAF Model: ST21""; ST21 model proven but marketplace/dealer-only (no Picasaf OEM site) and our variant is SMOKE lens while online photos are CLEAR; blocker=smoke_lens_variant_unproven]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Picasaf protective eyewear ST21 smoke' UNRUN. Picasaf safety-eyewear brand attribution unknown; smoke lens finish needs own proof; unverifiable while search down]"
BRU-HAN0HAW-452135,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Glotool steel wire brush 452135 Malaysia""; p:sonichardware.com.my ""Steel Wire Brush (Glotool)"" sold per Doz; Glotool brand real (SK Hardware brand page too) but model 452135-3008 not shown on any page; blocker=model_code_unproven]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Glotool 452135-3008 steel wire brush' UNRUN. Glotool house brand per mandate -> six-query battery owed then generic_unbranded decision; queries UNRUN so neither approve nor reject provable; Glotool category mislabeled Electrical in catalogue (actually brush)]"
TOO-DRV-MAG-M865,PCS,2|1,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""M0865 OR MS0865 magnetic socket 8x65 Malaysia""; only unrelated RAF M0865 electronics standoffs found; MS0845 exists at machinerytools but no 8x65 variant online; blocker=size_65mm_variant_not_found]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Spandek screw adaptor M8X65' UNRUN. Sibling of 5575 M845; same unknown-maker state; pending]"
CUT-DIS-MARK-12300-P120,PCS,2|1,,https://www.mrmarks.com/index.php?ws=showproducts&products_id=2160710,https://cdn1.npcdn.net/image/156084571199cb84b713796168898828c90a9038f9.jpg?md5id=40a115d736494ae0bf5b6b65c715868d&new_width=1200&new_height=1200&size=max&w=1534135529,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""Mr Mark fibre disc P120 12300 Malaysia abrasive""; p:mrmarks.com official Mr. Mark Tools (M) Sdn Bhd Ulu Tiram JB + MR. MARK TAIWAN HQ page titled ""MK-WEL-12300 MASTER FIBRE DISC (100mm / 4"")"", Reference: MK-WEL-12300 literal, silicon carbon on vulcanised fibre; P120 grit variant code MK-WEL-12300-P120 proven at buatanmalaysia.com/product/12-00821 order list; grit-specific photo unproven -> finish_exact=no] verifier[Mr Mark Tools OEM page quotes ""MK-WEL-12300 'MASTER' FIBRE DISC (100mm / 4"")"" Reference: MK-WEL-12300 so 12300 present; P120 grit not stated on page so finish unproven; img 750x750px 185KB jpeg from page gallery] | r2:gate-fail red:hash_collision sha256 shared across positions [3623, 4225]| r3:d2:pending/no-verifier log[q:sitemap:mrmarks.com(25 urls, products not indexed) | p:index.php?ws=showproducts&products_id=2160710 'MK-WEL-12300 MASTER FIBRE DISC (100mm/4"")' has options=[] (no grit selector) + single npcdn photo; sibling ids 2160706=MK-WEL-12200 FLAP DISC, 2160712=MK-WEL-12320 are different products; p:?ws=showsearch&keyword=12300 returns zero product ids -> no per-grit asset]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Mr Mark master fibre disc P120 black 12300' UNRUN. gate red:hash_collision -> stale asset discarded NOT reused; mrmark.com.tw OEM serves identical JS SPA shell all routes (ledger precedent 3623 P024) so static model proof blocked even when up; fresh unique asset + model proof outstanding -> pending]"
IND-FOI-D/S-1.2MX25M,MTR,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[q:""Glofoil aluminium foil tape double side GT120 Malaysia""; zero hits for Glofoil GT120; local brand untraceable online -> reject]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'Glofoil GT120 aluminium foil double side' UNRUN. Glofoil house brand foil roll commodity; prior reject upheld]| r5:exhausted log[q:""Glofoil aluminium foil double side GT120"" ; tier1:no-oem-found ; t3:GT-120 double-sided foil listed by Sonic Hardware Sarawak distributor; ""Glofoil"" brand site not findable; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
FIT-UPVC-BEN-ELB-45-40MM,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[U-PVC bend/elbow 40mm 45-degree - standard uPVC pressure-fitting commodity (Brands like Abs/Prince exist but our SKU is unbranded); queries in plumbing waves surfaced generic dealers only; generic_unbranded_commodity]| r4:reject log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'uPVC bend 40mm 45 degree' UNRUN. Commodity solvent fitting generic_unbranded; sibling 5293 50mm tier2-reject precedent; prior reject upheld]| r5:exhausted log[q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
AUT-POL-AUT-SS75ML,PCS,2|1,candidate,https://autosolasia.net/product/autosol-stainless-steel-polish/,https://autosolasia.net/wp-content/uploads/2019/06/Autosol-Stainless-Steel-polish.jpg,"seed: action=search; prior_decision=; prior_source=| r2:pending log[q:""Autosol stainless steel polish 75ml tube Malaysia""; p:thewwarehouse.com.my/product/autosol-stainless-steel-polish-75-ml (MY retailer JB) exact product #1734; selffix SG shows clean 1280px CDN photo; no MY OEM/distributor page (Autosol = Solvol/Kemika DE); blocker=no_MY_official_source_retailer_image_pairing_pending]| r4:candidate/verify:pass log[tier1 start. q:""Autosol"" metal polish 75ml site:.com.my [OK]; q:""Autosol"" ""Solvol"" official [junk minecraft]; q:Autosol leeden/theleedenstore [vertical mismatch]; q:""Autosol"" authorised dealer [UK/NZ dealers prove brand real]. DIST/OEM: p:https://autosolasia.net/product/autosol-stainless-steel-polish/ ""Autosol Stainless Steel Polish (75ml) SKU: 1734 -75ml ... made in Germany"" site of Delkomac Sdn Bhd = Autosol Asia MY distributor (footer (c) Delkomac Sdn Bhd, Bandar Sri Damansara KL); OEM autosol.de confirms AUTOSOL brand; autosol.com product_p/1734.htm #1734 Autosol Stainless Steel Polish 75ml Tube; catalogue ""Autosol S/steel POLISH-75ML"" RM19.50 vs page RM18-25 match; product image Autosol-Stainless-Steel-polish.jpg from same product page] verifier[Page verbatim ""Autosol Stainless Steel Polish (75ml)SKU:1734 -75ml"" Volume: 75ml paste made in Germany; autosolasia.net = Delkomac Sdn Bhd Autosol Asia distributor; Autosol-Stainless-Steel-polish.jpg 800x800px 82KB image/jpeg sha 0eb7b3c4… unique; pixels show AUTOSOL STAINLESS STEEL POLISH tube+box ]"
IND-CAS-75MM,PCS,2|1,pending,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[same DL5 query+page family as 3074; 3-inch TPR medium-duty fixed variant not distinguishable on site; blocker=variant_size_mapping_unproven]| r4:pending log[tier1 start; outage BLOCKER (429 x7; alt walled) q:'DL5 TPR medium duty caster 75mm 2 bearing' UNRUN. DL5 series attribution unknown; sibling family 3347/3228/3074 pending; unverifiable while search down]
GUM-HAR-30,SET,2,candidate,https://m.hardexworld.com/index.php?ws=showproducts&products_id=2550086&cat=EPOXY-COMPOUND,https://cdn1.npcdn.net/images/1559554866c8ce4f9850b971df0783bf7606d3b69f.png?md5id=ec97b3455d25310a00e49c9abf0633a1&new_width=1200&new_height=1200&w=1567133447,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""Hardex metal epoxy putty RS880 bonding nail HE-30 Malaysia""; p:m.hardexworld.com OFFICIAL Hardex Corporation Sdn Bhd Kuantan MY manufacturer page ""3 TON METALWELD EPOXY COMPOUND HE 30"", PACKING SIZE ""HE 30 - 56.8g Tube Carded"", barcodes listed; brand+model literal on official site] verifier[Hardex Corporation OEM page ""3 TON METALWELD EPOXY COMPOUND HE 30"" quotes packing ""HE 30 - 56.8g Tube Carded""; pixels show Hardex HE-30 twin-tube pack; img 328x590px 244KB png] | r3:exact-flag-repair verifier both=yes model: page title '3 TON METALWELD EPOXY COMPOUND HE 30 … Hardex Corporation Sdn Bhd' gives HE 30 (= HAR-30); official image packaging also printed 'HE-30'; finish: finish unnamed in display_name; pac"
